[#I]Device Description,,,
#02     ,,,
,,,
[#S]Device Information,,,
Version = V2.2-2,,,
Serial Number = A19030028,,,
File Name = A19030028_#02.xls,,,
Log Interval = 12:00:00,,,
,,,
[#1],,,
Humidity = %rh,,,
Low Alarm Threshold = 40,,,
High Alarm Threshold = 60,,,
,,,
[#2],,,
Temperature = ∞C,,,
Low Alarm Threshold = 10,,,
High Alarm Threshold = 50,,,
,,,
[#H],,,
Date,Time,Humidity,Temperature
,,,
[#D],,,
24/01/2020,13:39:14,36.8,19.7
25/01/2020,01:39:14,37.1,19.7
25/01/2020,13:39:14,36.9,19.7
26/01/2020,01:39:14,37.4,19.6
26/01/2020,13:39:14,38,19.6
27/01/2020,01:39:14,38.8,19.6
27/01/2020,13:39:14,39.1,19.5
28/01/2020,01:39:14,39.4,19.5
28/01/2020,13:39:14,39.5,19.5
29/01/2020,01:39:14,39.2,19.4
29/01/2020,13:39:14,38.8,19.4
30/01/2020,01:39:14,36.5,19.4
30/01/2020,13:39:14,36.3,19.4
31/01/2020,01:39:14,34.7,19.5
31/01/2020,13:39:14,34.7,19.5
01/02/2020,01:39:14,34.1,19.4
01/02/2020,13:39:14,33,19.3
02/02/2020,01:39:14,33.1,19.3
02/02/2020,13:39:14,35.3,19.3
03/02/2020,01:39:14,34.7,19.3
03/02/2020,13:39:14,33.2,18.8
04/02/2020,01:39:14,32.6,18.9
04/02/2020,13:39:14,32.6,19.1
05/02/2020,01:39:14,31.5,19.2
05/02/2020,13:39:14,30.6,19.1
06/02/2020,01:39:14,30.8,19.3
06/02/2020,13:39:14,32.6,18.8
07/02/2020,01:39:14,32,19.2
07/02/2020,13:39:14,31.6,18.9
08/02/2020,01:39:14,31,18.9
08/02/2020,13:39:14,33,18.9
09/02/2020,01:39:14,32.7,18.8
09/02/2020,13:39:14,34.6,18.9
10/02/2020,01:39:14,33.6,18.9
08/01/2013,02:24:13,56.6,17
01/01/2013,00:06:10,45.1,16.8
01/01/2013,00:07:18,45.1,16.5
01/01/2013,12:07:18,46.4,16.1
02/01/2013,00:07:18,48.7,15.8
02/01/2013,12:07:18,49.8,15.8
03/01/2013,00:07:18,50.5,15.7
03/01/2013,12:07:18,50.4,15.8
04/01/2013,00:07:18,50.2,15.9
04/01/2013,12:07:18,47.6,16
05/01/2013,00:07:18,48.1,15.9
05/01/2013,01:33:20,48.8,15.9
05/01/2013,13:33:20,48.7,16
06/01/2013,01:33:20,48.8,16.2
06/01/2013,13:33:20,49,16.3
07/01/2013,01:33:20,49.9,16.3
07/01/2013,13:33:20,50.7,16.3
08/01/2013,01:33:20,51.5,16.2
08/01/2013,13:33:20,52.4,16.2
09/01/2013,01:33:20,52.9,16.2
09/01/2013,13:33:20,52.5,16.2
10/01/2013,01:33:20,50.6,16.2
10/01/2013,13:33:20,49,16.3
11/01/2013,01:33:20,49.4,16.4
11/01/2013,13:33:20,49.2,16.4
12/01/2013,01:33:20,50.5,16.4
12/01/2013,13:33:20,50.4,16.4
13/01/2013,01:33:20,50.2,16.4
13/01/2013,13:33:20,48.8,16.4
14/01/2013,01:33:20,48.2,16.4
14/01/2013,13:33:20,47.7,16.5
15/01/2013,01:33:20,47.6,16.5
15/01/2013,13:33:20,47.9,16.5
16/01/2013,01:33:20,48.1,16.5
16/01/2013,13:33:20,48.8,16.6
17/01/2013,01:33:20,49.4,16.5
17/01/2013,13:33:20,49.9,16.5
18/01/2013,01:33:20,48.3,16.6
18/01/2013,13:33:20,48.2,16.6
19/01/2013,01:33:20,49.3,16.6
19/01/2013,13:33:20,49.5,16.6
20/01/2013,01:33:20,47.8,16.6
20/01/2013,13:33:20,48.5,16.6
21/01/2013,01:33:20,49.8,16.7
21/01/2013,13:33:20,50,16.7
22/01/2013,01:33:20,47.6,16.7
22/01/2013,13:33:20,48.5,16.7
23/01/2013,01:33:20,49.8,16.8
23/01/2013,13:33:20,49.6,16.9
24/01/2013,01:33:20,48.3,16.9
24/01/2013,13:33:20,48.5,16.9
25/01/2013,01:33:20,49.8,17
25/01/2013,13:33:20,49.3,17.1
26/01/2013,01:33:20,47.1,17
26/01/2013,13:33:20,47,17
27/01/2013,01:33:20,47,17.1
27/01/2013,13:33:20,47.3,17.1
28/01/2013,01:33:20,46.1,17.1
28/01/2013,13:33:20,46.7,17.2
29/01/2013,01:33:20,45.7,17.2
29/01/2013,13:33:20,46.4,17.3
30/01/2013,01:33:20,46,17.3
30/01/2013,13:33:20,46.2,17.4
31/01/2013,01:33:20,46.3,17.4
31/01/2013,13:33:20,46.6,17.4
01/02/2013,01:33:20,46.9,17.4
01/02/2013,13:33:20,46.6,17.5
02/02/2013,01:33:20,45.7,17.3
02/02/2013,13:33:20,47.1,17.2
03/02/2013,01:33:20,45.9,17
03/02/2013,13:33:20,47.1,16.9
04/02/2013,01:33:20,45.8,16.7
04/02/2013,13:33:20,47.1,16.7
01/01/2013,00:00:16,52.7,16.8
23/03/2020,11:43:31,52,16.8
23/03/2020,23:43:31,48.1,16.8
24/03/2020,11:43:31,46.7,16.7
24/03/2020,23:43:31,45.7,16.7
25/03/2020,11:43:31,48.5,16.8
25/03/2020,23:43:31,46.1,16.7
26/03/2020,11:43:31,45.4,16.7
26/03/2020,23:43:31,44.7,16.7
27/03/2020,11:43:31,48,16.7
27/03/2020,23:43:31,45.8,16.7
28/03/2020,11:43:31,46.5,16.6
28/03/2020,23:43:31,45.3,16.6
29/03/2020,11:43:31,48.3,16.6
29/03/2020,23:43:31,46.2,16.5
30/03/2020,11:43:31,45.5,16.4
30/03/2020,23:43:31,45,16.3
31/03/2020,11:43:31,48.2,16.4
31/03/2020,23:43:31,46.4,16.3
01/04/2020,07:53:08,45.7,16.2
01/04/2020,19:53:08,48,16.1
02/04/2020,07:53:08,50.3,16
02/04/2020,19:53:08,52.9,16
03/04/2020,07:53:08,51.2,15.9
03/04/2020,19:53:08,50.8,15.9
04/04/2020,07:53:08,50.3,15.9
04/04/2020,19:53:08,50.9,15.9
05/04/2020,07:53:08,50.1,15.9
05/04/2020,19:53:08,50.4,15.9
06/04/2020,07:53:08,49.6,15.9
06/04/2020,19:53:08,49.5,16
07/04/2020,07:53:08,49.6,16.1
07/04/2020,19:53:08,49,16.2
08/04/2020,07:53:08,49.1,16.3
08/04/2020,19:53:08,48.5,16.3
09/04/2020,07:53:08,47.6,16.3
09/04/2020,19:53:08,48.3,16.4
10/04/2020,07:53:08,48.4,16.4
10/04/2020,19:53:08,48.6,16.5
11/04/2020,07:53:08,50.3,16.6
11/04/2020,19:53:08,52.9,16.7
12/04/2020,07:53:08,51,16.7
12/04/2020,19:53:08,49.1,16.8
13/04/2020,07:53:08,48.4,16.9
13/04/2020,19:53:08,47.1,16.8
14/04/2020,07:53:08,47.7,16.9
14/04/2020,19:53:08,50.5,17
15/04/2020,07:53:08,51.5,17
15/04/2020,19:53:08,50.9,17
16/04/2020,07:53:08,51.6,17
16/04/2020,19:53:08,53.6,17
17/04/2020,07:53:08,55.7,17.1
17/04/2020,19:53:08,57.5,17.1
18/04/2020,07:53:08,58.9,17.1
18/04/2020,19:53:08,60.2,17.1
19/04/2020,07:53:08,61.2,17.1
19/04/2020,19:53:08,62,17.2
20/04/2020,07:53:08,62.7,17.2
20/04/2020,19:53:08,63.4,17.2
21/04/2020,07:53:08,64.1,17.2
21/04/2020,19:53:08,64.7,17.3
22/04/2020,07:53:08,65.2,17.3
22/04/2020,19:53:08,65.7,17.3
23/04/2020,07:53:08,66.1,17.4
23/04/2020,19:53:08,66.5,17.4
24/04/2020,07:53:08,67,17.4
24/04/2020,19:53:08,63.5,17.5
25/04/2020,07:53:08,50.8,17.4
25/04/2020,19:53:08,49.8,17.4
26/04/2020,07:53:08,50,17.4
26/04/2020,19:53:08,49.2,17.4
27/04/2020,07:53:08,48.9,17.5
27/04/2020,19:53:08,49.3,17.5
28/04/2020,07:53:08,48.9,17.5
28/04/2020,19:53:08,49.3,17.5
29/04/2020,07:53:08,48.8,17.4
29/04/2020,19:53:08,47.8,17.3
30/04/2020,07:53:08,47.2,17.3
30/04/2020,19:53:08,47.7,17.3
01/05/2020,07:53:08,48.5,17.3
01/05/2020,19:53:08,49.7,17.4
02/05/2020,07:53:08,47.7,17.2
02/05/2020,19:53:08,48.5,17.3
03/05/2020,07:53:08,50.3,17.3
03/05/2020,19:53:08,50.5,17.3
04/05/2020,07:53:08,48.9,17.2
04/05/2020,19:53:08,48.3,17.2
05/05/2020,07:53:08,48.2,17.2
05/05/2020,19:53:08,48.9,17.3
06/05/2020,07:53:08,48.8,17.3
06/05/2020,19:53:08,49.6,17.3
07/05/2020,07:53:08,48.1,17.2
07/05/2020,19:53:08,49.4,17.3
08/05/2020,07:53:08,49.5,17.3
08/05/2020,19:53:08,48.9,17.3
09/05/2020,07:53:08,49.4,17.4
09/05/2020,19:53:08,49.9,17.4
10/05/2020,07:53:08,49,17.5
10/05/2020,19:53:08,48.8,17.5
11/05/2020,07:53:08,49,17.5
11/05/2020,19:53:08,49.7,17.5
12/05/2020,07:53:08,50.9,17.5
12/05/2020,19:53:08,51.7,17.5
13/05/2020,07:53:08,50.3,17.5
13/05/2020,19:53:08,52,17.5
14/05/2020,07:53:08,50.1,17.4
14/05/2020,19:53:08,50.6,17.4
15/05/2020,07:53:08,49.3,17.4
15/05/2020,19:53:08,50.3,17.4
16/05/2020,07:53:08,49.7,17.4
16/05/2020,19:53:08,50.3,17.4
17/05/2020,07:53:08,50.2,17.4
17/05/2020,19:53:08,49.3,17.4
18/05/2020,07:53:08,49.2,17.4
18/05/2020,19:53:08,50,17.5
19/05/2020,07:53:08,49.4,17.6
19/05/2020,19:53:08,48.4,17.6
20/05/2020,07:53:08,48,17.6
20/05/2020,19:53:08,49.1,17.8
21/05/2020,07:53:08,48.2,17.9
21/05/2020,19:53:08,48.8,18.1
22/05/2020,07:53:08,48,18.2
22/05/2020,19:53:08,48.6,18.3
23/05/2020,07:53:08,47.5,18.4
23/05/2020,19:53:08,48.6,18.5
24/05/2020,07:53:08,47.7,18.6
24/05/2020,19:53:08,48.7,18.7
25/05/2020,07:53:08,48.1,18.7
25/05/2020,19:53:08,48.4,18.8
26/05/2020,07:53:08,47.8,18.9
26/05/2020,19:53:08,47.3,18.9
27/05/2020,07:53:08,47.3,19
27/05/2020,19:53:08,46.7,19.2
28/05/2020,07:53:08,47,19.3
28/05/2020,19:53:08,47.8,19.4
29/05/2020,07:53:08,47.6,19.5
29/05/2020,19:53:08,47.8,19.6
30/05/2020,07:53:08,47.3,19.7
30/05/2020,19:53:08,45.7,19.8
31/05/2020,07:53:08,47.2,19.9
31/05/2020,19:53:08,45.4,20
01/06/2020,07:53:08,47,20.1
01/06/2020,19:53:08,44.6,20.1
02/06/2020,07:53:08,46.5,20.3
02/06/2020,19:53:08,44.8,20.4
03/06/2020,07:53:08,46.5,20.5
03/06/2020,19:53:08,44,20.6
04/06/2020,07:53:08,45.9,20.7
04/06/2020,19:53:08,46.8,20.7
05/06/2020,07:53:08,47.9,20.8
05/06/2020,19:53:08,46.4,20.8
06/06/2020,07:53:08,46.9,20.8
06/06/2020,19:53:08,44.9,20.7
07/06/2020,07:53:08,46.4,20.7
07/06/2020,19:53:08,47.5,20.7
08/06/2020,07:53:08,47.9,20.7
08/06/2020,19:53:08,45,20.6
09/06/2020,07:53:08,46.3,20.7
09/06/2020,19:53:08,47.1,20.7
10/06/2020,07:53:08,45.5,20.7
10/06/2020,19:53:08,44.1,20.8
11/06/2020,07:53:08,42.5,20.8
11/06/2020,19:53:08,42.1,20.7
12/06/2020,07:53:08,41.7,20.7
12/06/2020,19:53:08,41.7,20.6
13/06/2020,07:53:08,42.6,20.7
13/06/2020,19:53:08,42.1,20.6
14/06/2020,07:53:08,42.4,20.7
14/06/2020,19:53:08,43.1,20.7
15/06/2020,07:53:08,45.1,20.8
15/06/2020,19:53:08,43.5,21
16/06/2020,07:53:08,42.7,21.2
16/06/2020,19:53:08,42.3,21.3
17/06/2020,07:53:08,42,21.4
17/06/2020,19:53:08,41.9,21.5
18/06/2020,07:53:08,41.1,21.6
18/06/2020,19:53:08,40.2,21.6
19/06/2020,07:53:08,41,21.6
19/06/2020,19:53:08,41,21.6
20/06/2020,07:53:08,42.4,21.5
20/06/2020,19:53:08,42.3,21.5
21/06/2020,07:53:08,42.8,21.5
21/06/2020,19:53:08,42.4,21.5
22/06/2020,07:53:08,42.9,21.5
22/06/2020,19:53:08,44.5,21.6
23/06/2020,07:53:08,45.9,21.7
23/06/2020,19:53:08,46.9,21.7
24/06/2020,07:53:08,49.3,21.8
24/06/2020,19:53:08,51.2,21.9
25/06/2020,07:53:08,52.5,22
25/06/2020,19:53:08,49.8,22
26/06/2020,07:53:08,47.2,22.1
26/06/2020,19:53:08,45.7,22.3
27/06/2020,07:53:08,47.1,22.4
27/06/2020,19:53:08,45,22.4
28/06/2020,07:53:08,44,22.5
28/06/2020,19:53:08,42.6,22.5
29/06/2020,07:53:08,41.9,22.5
29/06/2020,19:53:08,41.4,22.4
30/06/2020,07:53:08,41.1,22.4
30/06/2020,19:53:08,43.9,22.3
01/07/2020,07:53:08,45.1,22.3
01/07/2020,19:53:08,46,22.3
02/07/2020,07:53:08,46.9,22.3
02/07/2020,19:53:08,48.9,22.3
03/07/2020,07:53:08,51.4,22.4
03/07/2020,19:53:08,49,22.1
04/07/2020,07:53:08,47.5,22
04/07/2020,19:53:08,47,21.8
05/07/2020,07:53:08,46.6,21.8
05/07/2020,19:53:08,46.5,21.7
06/07/2020,07:53:08,46.5,21.6
06/07/2020,19:53:08,45.4,21.6
07/07/2020,07:53:08,46,21.7
07/07/2020,19:53:08,46.9,21.8
08/07/2020,07:53:08,47.5,21.8
08/07/2020,19:53:08,47.3,21.8
09/07/2020,07:53:08,46.4,21.8
09/07/2020,19:53:08,46.2,21.7
10/07/2020,07:53:08,47.3,21.8
10/07/2020,19:53:08,46.8,21.8
11/07/2020,07:53:08,46.7,21.8
11/07/2020,19:53:08,46.1,21.8
12/07/2020,07:53:08,46.7,21.7
12/07/2020,19:53:08,46,21.7
13/07/2020,07:53:08,46.2,21.7
13/07/2020,19:53:08,46.6,21.6
14/07/2020,07:53:08,48.6,21.7
14/07/2020,19:53:08,48,21.7
15/07/2020,07:53:08,48.2,21.7
15/07/2020,19:53:08,46.3,21.7
16/07/2020,07:53:08,48.7,21.7
16/07/2020,19:53:08,47.6,21.7
17/07/2020,07:53:08,47.6,21.8
17/07/2020,19:53:08,46.9,21.9
18/07/2020,07:53:08,47.1,21.9
18/07/2020,19:53:08,44.9,21.9
19/07/2020,07:53:08,45.4,21.9
19/07/2020,19:53:08,45.9,22
20/07/2020,07:53:08,46.3,22
20/07/2020,19:53:08,45.7,21.9
21/07/2020,07:53:08,46.1,22
21/07/2020,19:53:08,45.3,22
22/07/2020,07:53:08,46.5,22.1
22/07/2020,19:53:08,45.9,22.1
23/07/2020,07:53:08,46.3,22.2
23/07/2020,19:53:08,44.8,22.2
24/07/2020,07:53:08,45.6,22.2
24/07/2020,19:53:08,45.3,22.2
25/07/2020,07:53:08,46.5,22.3
25/07/2020,19:53:08,45.8,22.3
26/07/2020,07:53:08,46.6,22.3
26/07/2020,19:53:08,46.7,22.3
27/07/2020,07:53:08,46.3,22.3
27/07/2020,19:53:08,46.2,22.3
28/07/2020,07:53:08,46.1,22.2
28/07/2020,19:53:08,46,22.2
29/07/2020,07:53:08,46.6,22.3
29/07/2020,19:53:08,46,22.2
30/07/2020,07:53:08,46.3,22.1
30/07/2020,19:53:08,45.2,22.1
31/07/2020,07:53:08,46.1,22.2
31/07/2020,19:53:08,45.9,22.3
01/08/2020,07:53:08,46,22.3
01/08/2020,19:53:08,46.2,22.4
02/08/2020,07:53:08,46.1,22.3
02/08/2020,19:53:08,45.4,22.4
03/08/2020,07:53:08,46.2,22.5
03/08/2020,19:53:08,46,22.3
04/08/2020,07:53:08,46.2,22.2
04/08/2020,19:53:08,46.2,22.2
05/08/2020,07:53:08,46.7,22.2
05/08/2020,19:53:08,46.8,22.2
06/08/2020,07:53:08,47.2,22.2
06/08/2020,19:53:08,46.2,22.2
07/08/2020,07:53:08,46.6,22.2
07/08/2020,19:53:08,45.9,22.2
08/08/2020,07:53:08,46,22.2
08/08/2020,19:53:08,45.6,22.3
09/08/2020,07:53:08,46.4,22.4
09/08/2020,19:53:08,47.1,22.5
10/08/2020,07:53:08,46.6,22.4
10/08/2020,19:53:08,47,22.5
11/08/2020,07:53:08,47.1,22.6
11/08/2020,19:53:08,47.4,22.7
12/08/2020,07:53:08,47.1,22.8
12/08/2020,19:53:08,47.1,22.9
13/08/2020,07:53:08,46.7,23
13/08/2020,19:53:08,48.1,23.1
14/08/2020,07:53:08,47,23
14/08/2020,19:53:08,47,23.1
15/08/2020,07:53:08,49.3,23.1
15/08/2020,19:53:08,52.3,23.2
16/08/2020,07:53:08,54.9,23.2
16/08/2020,19:53:08,57.1,23.2
17/08/2020,07:53:08,58.8,23.3
17/08/2020,19:53:08,60.1,23.3
18/08/2020,07:53:08,61.2,23.3
18/08/2020,19:53:08,62.1,23.3
19/08/2020,07:53:08,62.8,23.3
19/08/2020,19:53:08,63.3,23.3
20/08/2020,07:53:08,64.1,23.3
20/08/2020,19:53:08,64.6,23.3
21/08/2020,07:53:08,65,23.3
21/08/2020,19:53:08,65.3,23.4
22/08/2020,07:53:08,65.5,23.4
22/08/2020,19:53:08,65.6,23.5
23/08/2020,07:53:08,65.7,23.5
23/08/2020,19:53:08,65.7,23.5
24/08/2020,07:53:08,65.7,23.5
24/08/2020,19:53:08,65.9,23.4
25/08/2020,07:53:08,66.1,23.4
25/08/2020,19:53:08,66.5,23.3
26/08/2020,07:53:08,66.8,23.3
26/08/2020,19:53:08,67,23.2
27/08/2020,07:53:08,67,23.2
27/08/2020,19:53:08,67.1,23.1
28/08/2020,07:53:08,67.2,23.1
28/08/2020,19:53:08,46.5,22.9
29/08/2020,07:53:08,47.6,22.8
29/08/2020,19:53:08,46.8,22.7
30/08/2020,07:53:08,46.9,22.5
30/08/2020,19:53:08,46.8,22.4
31/08/2020,07:53:08,46.7,22.3
31/08/2020,19:53:08,46.3,22.1
01/09/2020,07:53:08,46.6,22.1
01/09/2020,19:53:08,46.5,21.9
02/09/2020,07:53:08,46.4,21.8
02/09/2020,19:53:08,46.4,21.8
03/09/2020,07:53:08,46.4,21.6
03/09/2020,19:53:08,45.5,21.6
04/09/2020,07:53:08,45.7,21.5
04/09/2020,19:53:08,45.8,21.5
05/09/2020,07:53:08,46.1,21.4
05/09/2020,19:53:08,46.4,21.4
06/09/2020,07:53:08,46.8,21.3
06/09/2020,19:53:08,46.8,21.2
07/09/2020,07:53:08,47.1,21.2
07/09/2020,19:53:08,46.6,21.1
08/09/2020,07:53:08,46.8,21.1
08/09/2020,19:53:08,47.3,21.1
09/09/2020,07:53:08,47,21.1
09/09/2020,19:53:08,46.7,21.1
10/09/2020,07:53:08,46.6,21.1
10/09/2020,19:53:08,46.5,21
11/09/2020,07:53:08,46.8,21
11/09/2020,19:53:08,46.7,20.9
12/09/2020,07:53:08,47.1,20.9
12/09/2020,19:53:08,47,20.9
13/09/2020,07:53:08,47.8,20.9
13/09/2020,19:53:08,47.3,20.8
14/09/2020,07:53:08,46.9,20.7
14/09/2020,19:53:08,46,20.8
15/09/2020,07:53:08,46.4,20.7
15/09/2020,19:53:08,47.2,20.8
16/09/2020,07:53:08,47.5,20.9
16/09/2020,19:53:08,46.7,21
17/09/2020,07:53:08,47.7,21
17/09/2020,19:53:08,47.1,20.9
18/09/2020,07:53:08,46.8,20.9
18/09/2020,19:53:08,46.7,20.9
19/09/2020,07:53:08,47.9,21
19/09/2020,19:53:08,48,21
20/09/2020,07:53:08,47.4,20.9
20/09/2020,19:53:08,47.4,20.9
21/09/2020,07:53:08,49.2,21
21/09/2020,19:53:08,46.9,20.9
22/09/2020,07:53:08,47.3,21
22/09/2020,19:53:08,47.3,21
23/09/2020,07:53:08,47.2,21
23/09/2020,19:53:08,47.1,21
24/09/2020,07:53:08,47,20.8
24/09/2020,19:53:08,46.5,20.8
25/09/2020,07:53:08,47.1,20.9
25/09/2020,19:53:08,46,20.8
26/09/2020,07:53:08,46,20.6
26/09/2020,19:53:08,45.1,20.7
27/09/2020,07:53:08,46.3,20.6
27/09/2020,19:53:08,46.9,20.5
28/09/2020,07:53:08,46.9,20.4
28/09/2020,19:53:08,46.2,20.3
29/09/2020,07:53:08,46.9,20.3
29/09/2020,19:53:08,47,20.2
30/09/2020,07:53:08,47.1,20.1
30/09/2020,19:53:08,47.2,20.1
01/10/2020,07:53:08,47,20
01/10/2020,19:53:08,46.1,20
02/10/2020,07:53:08,46.5,19.9
02/10/2020,19:53:08,45.9,19.8
03/10/2020,07:53:08,46.7,19.8
03/10/2020,19:53:08,47.4,19.7
04/10/2020,07:53:08,47.6,19.7
04/10/2020,19:53:08,47.7,19.6
05/10/2020,07:53:08,48,19.5
05/10/2020,19:53:08,48,19.4
06/10/2020,07:53:08,48.4,19.3
06/10/2020,19:53:08,47.9,19.3
07/10/2020,07:53:08,48.4,19.2
07/10/2020,19:53:08,46.7,19.1
08/10/2020,07:53:08,47.7,19.1
08/10/2020,19:53:08,48.2,19.1
09/10/2020,07:53:08,48.1,19
09/10/2020,19:53:08,48.2,19
10/10/2020,07:53:08,47.7,18.8
10/10/2020,19:53:08,47.8,18.7
11/10/2020,07:53:08,47.8,18.6
11/10/2020,19:53:08,47.7,18.6
12/10/2020,07:53:08,48.2,18.5
12/10/2020,19:53:08,48.5,18.5
13/10/2020,07:53:08,48.2,18.4
13/10/2020,19:53:08,48.4,18.4
14/10/2020,07:53:08,47.9,18.3
14/10/2020,19:53:08,48.3,18.2
15/10/2020,07:53:08,47.7,18.1
15/10/2020,19:53:08,47.7,18
16/10/2020,07:53:08,47.5,18
16/10/2020,19:53:08,47.8,18
17/10/2020,07:53:08,49.1,18.1
17/10/2020,19:53:08,50.9,18.1
18/10/2020,07:53:08,52.4,18.1
18/10/2020,19:53:08,53.6,18.1
19/10/2020,07:53:08,54.5,18.1
19/10/2020,19:53:08,55.2,18.1
20/10/2020,07:53:08,55.9,18.1
20/10/2020,19:53:08,51.8,18
21/10/2020,07:53:08,50,18
21/10/2020,19:53:08,46.3,17.9
22/10/2020,07:53:08,47.1,17.9
22/10/2020,19:53:08,46.3,17.9
23/10/2020,07:53:08,46.7,17.8
23/10/2020,19:53:08,46.6,17.8
24/10/2020,07:53:08,47.6,17.8
24/10/2020,19:53:08,49.4,17.8
25/10/2020,07:53:08,48.6,17.7
25/10/2020,19:53:08,50.3,17.8
26/10/2020,07:53:08,49.7,17.7
26/10/2020,19:53:08,49.9,17.7
27/10/2020,07:53:08,49.2,17.6
27/10/2020,19:53:08,49.1,17.6
28/10/2020,07:53:08,48.5,17.5
28/10/2020,19:53:08,48.9,17.5
29/10/2020,07:53:08,48.9,17.5
29/10/2020,19:53:08,50.3,17.4
30/10/2020,07:53:08,51.2,17.4
30/10/2020,19:53:08,52.5,17.4
31/10/2020,07:53:08,52.7,17.4
31/10/2020,19:53:08,53.6,17.4
01/11/2020,07:53:08,53.3,17.4
01/11/2020,19:53:08,52.9,17.4
02/11/2020,07:53:08,52.6,17.3
02/11/2020,19:53:08,50,17.3
03/11/2020,07:53:08,51.3,17.4
03/11/2020,19:53:08,52,17.4
04/11/2020,07:53:08,52.3,17.3
04/11/2020,19:53:08,41.8,19.9
05/11/2020,07:53:08,42.1,18.5
05/11/2020,19:53:08,43.2,18.6
06/11/2020,07:53:08,43.9,18
06/11/2020,19:53:08,44.2,20.6
07/11/2020,07:53:08,43.6,20.7
07/11/2020,19:53:08,43.7,20.9
08/11/2020,07:53:08,44.5,20.9
08/11/2020,19:53:08,45.1,21
09/11/2020,07:53:08,45.6,21
09/11/2020,19:53:08,45.5,21.3
10/11/2020,07:53:08,45.8,21.1
10/11/2020,19:53:08,45.9,21.1
11/11/2020,07:53:08,46,21
11/11/2020,19:53:08,45.9,21.2
12/11/2020,07:53:08,46,21.1
12/11/2020,19:53:08,45.7,21.1
13/11/2020,07:53:08,45.8,21
13/11/2020,19:53:08,45.6,21
14/11/2020,07:53:08,45.4,21
14/11/2020,19:53:08,45.6,21
15/11/2020,07:53:08,45.9,21
15/11/2020,19:53:08,45.5,21
16/11/2020,07:53:08,44.8,20.9
16/11/2020,19:53:08,44.4,21
17/11/2020,07:53:08,44.8,21
17/11/2020,19:53:08,45.1,21
18/11/2020,07:53:08,45.5,21
18/11/2020,19:53:08,45.5,21.1
19/11/2020,07:53:08,44.5,21
19/11/2020,19:53:08,43.6,21.1
20/11/2020,07:53:08,42.1,20.9
20/11/2020,19:53:08,41.4,21
21/11/2020,07:53:08,42.3,21
21/11/2020,19:53:08,43,21
22/11/2020,07:53:08,43.8,21
22/11/2020,19:53:08,43.9,21
23/11/2020,07:53:08,43,20.9
23/11/2020,19:53:08,42.3,21
24/11/2020,07:53:08,42.8,21
24/11/2020,19:53:08,43.2,21
25/11/2020,07:53:08,43.7,21
25/11/2020,19:53:08,44.2,21
26/11/2020,07:53:08,43.7,20.9
26/11/2020,19:53:08,42.1,23.4
27/11/2020,07:53:08,37.6,22.1
27/11/2020,19:53:08,35.9,21.9
28/11/2020,07:53:08,35.3,25
28/11/2020,19:53:08,37.5,23.7
29/11/2020,07:53:08,37,23.8
29/11/2020,19:53:08,38.1,22.8
30/11/2020,07:53:08,35.2,20.8
30/11/2020,19:53:08,37.1,15.7
01/12/2020,07:53:08,37.9,16.1
01/12/2020,19:53:08,38.9,10.2
02/12/2020,07:53:08,40.7,9.4
02/12/2020,19:53:08,41.3,15.9
03/12/2020,07:53:08,40.8,13.2
03/12/2020,19:53:08,43.9,18.7
04/12/2020,07:53:08,43.8,17.6
04/12/2020,19:53:08,42,17.8
05/12/2020,07:53:08,42.2,16.9
05/12/2020,19:53:08,41.8,17.9
06/12/2020,07:53:08,40.7,17.8
06/12/2020,19:53:08,40.2,20.9
07/12/2020,07:53:08,39.8,20.7
07/12/2020,19:53:08,36.9,13.9
08/12/2020,07:53:08,37.9,14.3
08/12/2020,19:53:08,40.9,14.1
09/12/2020,07:53:08,43.9,16.3
09/12/2020,19:53:08,44.6,15.4
10/12/2020,07:53:08,45.4,15.4
10/12/2020,19:53:08,47.8,15.5
11/12/2020,07:53:08,50.3,16.9
11/12/2020,19:53:08,53.3,19.4
12/12/2020,07:53:08,50.8,15.5
12/12/2020,19:53:08,55,11.9
13/12/2020,07:53:08,54.2,16.4
13/12/2020,19:53:08,51.7,15.5
14/12/2020,07:53:08,53.8,17.6
14/12/2020,19:53:08,52.5,19.4
15/12/2020,07:53:08,49.8,19
15/12/2020,19:53:08,52.6,22.2
16/12/2020,07:53:08,53.7,20.2